,timestamp,turbine_id,sensor,rpm,kw,measurement,dF,fft.tracked.HSS1_28Hz.max,fft.tracked.HSS2_56Hz.max,fft.tracked.HSS3_84Hz.max,fft.tracked.random1_40Hz.max,fft.tracked.random2_80Hz.max
162,2016-01-20 23:40:02,T001,SENSOR 6,1681,1508,fft_4000,1.25,0.09029049,0.102329224,0.072232395,0.09029049,0.06621303
163,2016-01-20 23:40:02,T001,SENSOR 6,1681,1508,fft_100,0.125,0.096309856,0.096309856,0.06621303,0.096309856,0.06621303
164,2016-01-20 23:40:02,T001,SENSOR 6,1681,1508,fft_400,0.5,0.072232395,0.084271125,0.06621303,0.09029049,0.060193658
165,2016-01-21 03:27:02,T001,SENSOR 6,1686,1498,fft_4000,1.25,0.102329224,0.072232395,0.06621303,0.09029049,0.06621303
166,2016-01-21 03:27:02,T001,SENSOR 6,1686,1498,fft_100,0.125,0.072232395,0.084271125,0.072232395,0.09029049,0.048154928
167,2016-01-21 03:27:02,T001,SENSOR 6,1686,1498,fft_400,0.5,0.07825176,0.07825176,0.060193658,0.06621303,0.06621303
168,2016-01-21 04:26:00,T001,SENSOR 6,1678,1425,fft_4000,1.25,0.09029049,0.084271125,0.072232395,0.09029049,0.072232395
169,2016-01-21 04:26:00,T001,SENSOR 6,1678,1425,fft_100,0.125,0.084271125,0.06621303,0.048154928,0.084271125,0.084271125
170,2016-01-21 04:26:00,T001,SENSOR 6,1678,1425,fft_400,0.5,0.108348586,0.102329224,0.072232395,0.06621303,0.072232395
171,2016-01-14 17:20:04,T001,SENSOR 7,1672,1645,fft_4000,1.25,0.1261003,0.09607642,0.072057314,0.09007165,0.06605254
172,2016-01-14 17:20:04,T001,SENSOR 7,1672,1645,fft_100,0.125,0.072057314,0.036028657,0.036028657,0.04803821,0.030023882
173,2016-01-14 17:20:04,T001,SENSOR 7,1672,1645,fft_400,0.5,0.06605254,0.078062095,0.04803821,0.09607642,0.04803821
174,2016-01-14 18:29:01,T001,SENSOR 7,1676,1476,fft_4000,1.25,0.12009553,0.08406687,0.072057314,0.09007165,0.072057314
175,2016-01-14 18:29:01,T001,SENSOR 7,1676,1476,fft_100,0.125,0.04803821,0.04803821,0.04803821,0.04803821,0.04803821
176,2016-01-14 18:29:01,T001,SENSOR 7,1676,1476,fft_400,0.5,0.06605254,0.08406687,0.04803821,0.06605254,0.030023882
177,2016-01-14 18:38:03,T001,SENSOR 7,1690,1462,fft_4000,1.25,0.108085975,0.08406687,0.072057314,0.09007165,0.072057314
178,2016-01-14 18:38:03,T001,SENSOR 7,1690,1462,fft_100,0.125,0.04803821,0.036028657,0.036028657,0.04803821,0.036028657
179,2016-01-14 18:38:03,T001,SENSOR 7,1690,1462,fft_400,0.5,0.072057314,0.078062095,0.06605254,0.054042988,0.036028657
180,2016-01-15 17:50:05,T001,SENSOR 7,1673,1450,fft_4000,1.25,0.13210508,0.08406687,0.060047764,0.072057314,0.060047764
181,2016-01-15 17:50:05,T001,SENSOR 7,1673,1450,fft_100,0.125,0.04803821,0.036028657,0.04803821,0.04803821,0.030023882
182,2016-01-15 17:50:05,T001,SENSOR 7,1673,1450,fft_400,0.5,0.09007165,0.078062095,0.060047764,0.054042988,0.054042988
183,2016-01-15 18:16:02,T001,SENSOR 7,1672,1577,fft_4000,1.25,0.12009553,0.102081195,0.060047764,0.072057314,0.06605254
184,2016-01-15 18:16:02,T001,SENSOR 7,1672,1577,fft_100,0.125,0.09007165,0.04803821,0.036028657,0.060047764,0.030023882
185,2016-01-15 18:16:02,T001,SENSOR 7,1672,1577,fft_400,0.5,0.06605254,0.09607642,0.04803821,0.04803821,0.04803821
